cipher_id,openssl,gnutls,standard
"0xC0,0x57",-,-,TLS_DHE_DSS_WITH_ARIA_256_GCM_SHA384
"0xC0,0x58",-,-,TLS_DH_DSS_WITH_ARIA_128_GCM_SHA256
"0xC0,0x59",-,-,TLS_DH_DSS_WITH_ARIA_256_GCM_SHA384
"0xC0,0x5A",-,-,TLS_DH_anon_WITH_ARIA_128_GCM_SHA256
"0xC0,0x5B",-,-,TLS_DH_anon_WITH_ARIA_256_GCM_SHA384
"0xC0,0x5C",-,-,TLS_ECDHE_ECDSA_WITH_ARIA_128_GCM_SHA256
"0xC0,0x5D",-,-,TLS_ECDHE_ECDSA_WITH_ARIA_256_GCM_SHA384
"0xC0,0x5E",-,-,TLS_ECDH_ECDSA_WITH_ARIA_128_GCM_SHA256
"0xC0,0x5F",-,-,TLS_ECDH_ECDSA_WITH_ARIA_256_GCM_SHA384
"0xC0,0x60",-,-,TLS_ECDHE_RSA_WITH_ARIA_128_GCM_SHA256
"0xC0,0x61",-,-,TLS_ECDHE_RSA_WITH_ARIA_256_GCM_SHA384
"0xC0,0x62",-,-,TLS_ECDH_RSA_WITH_ARIA_128_GCM_SHA256
"0xC0,0x63",-,-,TLS_ECDH_RSA_WITH_ARIA_256_GCM_SHA384
"0xC0,0x64",-,-,TLS_PSK_WITH_ARIA_128_CBC_SHA256
"0xC0,0x65",-,-,TLS_PSK_WITH_ARIA_256_CBC_SHA384
"0xC0,0x66",-,-,TLS_DHE_PSK_WITH_ARIA_128_CBC_SHA256
"0xC0,0x67",-,-,TLS_DHE_PSK_WITH_ARIA_256_CBC_SHA384
"0xC0,0x68",-,-,TLS_RSA_PSK_WITH_ARIA_128_CBC_SHA256
"0xC0,0x69",-,-,TLS_RSA_PSK_WITH_ARIA_256_CBC_SHA384
"0xC0,0x6A",-,-,TLS_PSK_WITH_ARIA_128_GCM_SHA256
"0xC0,0x6B",-,-,TLS_PSK_WITH_ARIA_256_GCM_SHA384
"0xC0,0x6C",-,-,TLS_DHE_PSK_WITH_ARIA_128_GCM_SHA256
"0xC0,0x6D",-,-,TLS_DHE_PSK_WITH_ARIA_256_GCM_SHA384
"0xC0,0x6E",-,-,TLS_RSA_PSK_WITH_ARIA_128_GCM_SHA256
"0xC0,0x6F",-,-,TLS_RSA_PSK_WITH_ARIA_256_GCM_SHA384
"0xC0,0x70",-,-,TLS_ECDHE_PSK_WITH_ARIA_128_CBC_SHA256
"0xC0,0x71",-,-,TLS_ECDHE_PSK_WITH_ARIA_256_CBC_SHA384
"0xC0,0x72",-,-,TLS_ECDHE_ECDSA_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x73",-,-,TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x74",-,-,TLS_ECDH_ECDSA_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x75",-,-,TLS_ECDH_ECDSA_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x76",-,-,TLS_ECDHE_RSA_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x77",-,-,TLS_ECDHE_RSA_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x78",-,-,TLS_ECDH_RSA_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x79",-,-,TLS_ECDH_RSA_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x7A",-,-,TLS_RSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x7B",-,-,TLS_RSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x7C",-,-,TLS_DHE_RSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x7D",-,-,TLS_DHE_RSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x7E",-,-,TLS_DH_RSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x7F",-,-,TLS_DH_RSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x80",-,-,TLS_DHE_DSS_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x81",-,-,TLS_DHE_DSS_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x82",-,-,TLS_DH_DSS_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x83",-,-,TLS_DH_DSS_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x84",-,-,TLS_DH_anon_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x85",-,-,TLS_DH_anon_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x86",-,-,TLS_ECDHE_ECDSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x87",-,-,TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x88",-,-,TLS_ECDH_ECDSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x89",-,-,TLS_ECDH_ECDSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x8A",-,-,TLS_ECDHE_RSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x8B",-,-,TLS_ECDHE_RSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x8C",-,-,TLS_ECDH_RSA_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x8D",-,-,TLS_ECDH_RSA_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x8E",-,-,TLS_PSK_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x8F",-,-,TLS_PSK_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x90",-,-,TLS_DHE_PSK_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x91",-,-,TLS_DHE_PSK_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x92",-,-,TLS_RSA_PSK_WITH_CAMELLIA_128_GCM_SHA256
"0xC0,0x93",-,-,TLS_RSA_PSK_WITH_CAMELLIA_256_GCM_SHA384
"0xC0,0x94",-,-,TLS_PSK_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x95",-,-,TLS_PSK_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x96",-,-,TLS_DHE_PSK_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x97",-,-,TLS_DHE_PSK_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x98",-,-,TLS_RSA_PSK_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x99",-,-,TLS_RSA_PSK_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x9A",-,-,TLS_ECDHE_PSK_WITH_CAMELLIA_128_CBC_SHA256
"0xC0,0x9B",-,-,TLS_ECDHE_PSK_WITH_CAMELLIA_256_CBC_SHA384
"0xC0,0x9C",-,-,TLS_RSA_WITH_AES_128_CCM
"0xC0,0x9D",-,-,TLS_RSA_WITH_AES_256_CCM
"0xC0,0x9E",-,-,TLS_DHE_RSA_WITH_AES_128_CCM
"0xC0,0x9F",-,-,TLS_DHE_RSA_WITH_AES_256_CCM
"0xC0,0xA0",-,-,TLS_RSA_WITH_AES_128_CCM_8
"0xC0,0xA1",-,-,TLS_RSA_WITH_AES_256_CCM_8
"0xC0,0xA2",-,-,TLS_DHE_RSA_WITH_AES_128_CCM_8
"0xC0,0xA3",-,-,TLS_DHE_RSA_WITH_AES_256_CCM_8
"0xC0,0xA4",-,-,TLS_PSK_WITH_AES_128_CCM
"0xC0,0xA5",-,-,TLS_PSK_WITH_AES_256_CCM
"0xC0,0xA6",-,-,TLS_DHE_PSK_WITH_AES_128_CCM
"0xC0,0xA7",-,-,TLS_DHE_PSK_WITH_AES_256_CCM
"0xC0,0xA8",-,-,TLS_PSK_WITH_AES_128_CCM_8
"0xC0,0xA9",-,-,TLS_PSK_WITH_AES_256_CCM_8
"0xC0,0xAA",-,-,TLS_PSK_DHE_WITH_AES_128_CCM_8
"0xC0,0xAB",-,-,TLS_PSK_DHE_WITH_AES_256_CCM_8
"0xC0,0xAC-FF",-,-,Unassigned
"0xC1-FD,*",-,-,Unassigned
"0xFE,0x00-FD",-,-,Unassigned
"0xFE,0xFE-FF",-,-,Reserved to avoid conflicts with
"0xFF,0x00-FF",-,-,Reserved for Private Use
